,sentiment,emotion,Text
16155,positive,joy,ਐਕਸ਼ਨ ਵਿੱਚ ਸਪਰਿੰਗ ਕਰੋ ਅਤੇ @Dell ਸਪਰਿੰਗ ਸੇਲਜ਼ ਇਵੈਂਟ ਨਾਲ ਹੋਰ ਵੀ ਬਚਾਓ। ਹੁਣ ਖਰੀਦਦਾਰੀ ਕਰੋ। https://t.co/udMDvvUQmc https://t.co/xSxqAs4bqk
7636,negative,sadness,ਮੈਂ ਆਪਣੇ ਡੇਲ ਲੈਪਟਾਪ ਦੀ ਮੁਰੰਮਤ ਕਰਨ ਦੇ ਯੋਗ ਨਹੀਂ ਹਾਂ ਕਿਉਂਕਿ ਮੇਰੀ ਵਾਰੰਟੀ ਪੂਰੀ ਹੋ ਗਈ ਹੈ। ਮੇਰੀ ਵਾਰੰਟੀ ਪੂਰੀ ਹੋਣ ਤੋਂ ਬਾਅਦ ਮੈਂ ਸਹਾਇਤਾ ਨਾਲ ਗੱਲਬਾਤ ਕਰਨ ਦੇ ਯੋਗ ਨਹੀਂ ਹਾਂ। ਤੁਹਾਨੂੰ ਸੇਵਾ ਪ੍ਰਦਾਨ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ ਭਾਵੇਂ ਵਾਰੰਟੀ ਪੂਰੀ ਹੋ ਗਈ ਹੈ ਅਤੇ ਚਾਰਜ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ। ਸੇਵਾ @Dell ਤੋਂ ਬਹੁਤ ਨਿਰਾਸ਼ ਹਾਂ
21205,negative,disgust,"@AlokOhrie
@delltechindia
@Dell_IN
@Dell
@DellOutlet
ਡੇਲ ਇੰਡੀਆ ਤੋਂ 2 ਦਹਾਕਿਆਂ ਤੱਕ ਵਫ਼ਾਦਾਰ ਗਾਹਕ ਬਣਨ ਤੋਂ ਬਾਅਦ ਹਾਸੋਹੀਣੀ ਖਰੀਦ ਦਾ ਤਜਰਬਾ। 25 ਜਨਵਰੀ ਨੂੰ ਉਹਨਾਂ ਦੀ ਵੈਬਸਾਈਟ 'ਤੇ ਆਰਡਰ ਕੀਤਾ ਗਿਆ, ਜਦੋਂ ਉਹਨਾਂ ਨੇ ਨੁਕਸਦਾਰ ਟੁਕੜਾ ਭੇਜਿਆ ਸੀ, 3 ਹਫ਼ਤਿਆਂ ਤੋਂ ਵੱਧ ਸਮੇਂ ਤੋਂ ਡੈਲ ਲੈਪਟਾਪ ਦੀ ਉਡੀਕ ਕਰ ਰਿਹਾ ਸੀ। ਇਹ ਸੁਪਨਾ ਰਿਹਾ ਹੈ"
805,negative,anger,"@dell ਨਾਲ ਮੇਰੀ ਗਾਥਾ ਜਾਰੀ ਹੈ। ਇੱਕ ਟੈਕਨੀਸ਼ੀਅਨ ਆਇਆ ਅਤੇ ਮਦਰਬੋਰਡ ਨੂੰ ਬਦਲ ਦਿੱਤਾ, ਜ਼ੋਰ ਦੇ ਕੇ ਕਿ ਇਹ ਹੁਣ ਕੰਮ ਕਰਦਾ ਹੈ। ਹਾਲਾਂਕਿ ਅਜਿਹਾ ਨਹੀਂ ਹੁੰਦਾ। ਬੈਟਰੀ 0% ਤੋਂ ਵੱਧ ਚਾਰਜ ਨਹੀਂ ਹੋਵੇਗੀ। ਉਸੇ (ਅਅਸਰਦਾਰ) ਸਮੱਸਿਆ-ਨਿਪਟਾਰਾ ਨੂੰ ਦੁਹਰਾਉਣ ਲਈ ਤਕਨੀਕੀ ਸਹਾਇਤਾ ਨਾਲ ਫ਼ੋਨ 'ਤੇ ਇੱਕ ਹੋਰ ਘੰਟਾ ਬਿਤਾਇਆ।"
8988,negative,disgust,"@Dell ਹੈਲੋ, ਚੱਲਦੇ ਸਮੇਂ ਮੈਨੂੰ ਨੀਲੀ ਸਕ੍ਰੀਨ ਗਲਤੀ ਕਿਉਂ ਮਿਲ ਰਹੀ ਹੈ। https://t.co/KKcc2VM3Je"
3078,negative,anger,"ਇਸ ਲਈ @Dell, ਮੈਂ ਅਸਲ ਵਿੱਚ ਜਲਦੀ ਹੀ ਇੱਕ ਨਵਾਂ ਮਾਨੀਟਰ ਖਰੀਦਣ ਜਾ ਰਿਹਾ ਹਾਂ. ਅੰਦਾਜ਼ਾ ਲਗਾਓ ਕਿ ਮੈਂ ਇਸ ਨੂੰ ਕਿਸ ਤੋਂ ਨਹੀਂ ਖਰੀਦਣ ਜਾ ਰਿਹਾ ਹਾਂ? ਹਾਂ, ਇਹ ਸਹੀ ਹੈ! ਤੁਸੀਂ ਲੋਕੋ! ਤੁਸੀਂ ਸਿਰਫ ਇਸ ਗੱਲ ਵਿੱਚ ਫਰਕ ਕਰ ਸਕਦੇ ਹੋ ਕਿ ਕੀ ਮੈਂ ਆਪਣੀ ਬਾਕੀ ਦੀ ਜ਼ਿੰਦਗੀ ਦੂਜੇ ਲੋਕਾਂ ਨੂੰ ਇਹ ਕਹਿੰਦੇ ਹੋਏ ਬਿਤਾਉਂਦਾ ਹਾਂ ਕਿ ਤੁਹਾਨੂੰ ਪਲੇਗ ਵਾਂਗ ਬਚਣ ਲਈ ਵੀ."
21941,negative,anger,"@Dell ਮੈਂ ਇੱਕ ਲੈਪਟਾਪ ਖਰੀਦਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਇਸ ਦੀ ਬਜਾਏ ਮੈਨੂੰ ਇੱਕ ਬੈਗ ਭੇਜਿਆ, ਮੇਰੇ ਨਾਲ ਲਗਭਗ ਡੇਲ ਦੁਆਰਾ ਧੋਖਾਧੜੀ ਕੀਤੀ ਗਈ ਪਰ ਬਹੁਤ ਸਾਰੀਆਂ ਈਮੇਲਾਂ ਅਤੇ ਕਾਲਾਂ ਤੋਂ ਬਾਅਦ, ਮੈਨੂੰ ਟੁੱਟਿਆ ਹੋਇਆ ਲੈਪਟਾਪ ਭੇਜਿਆ ਗਿਆ ਅਤੇ ਫਿਰ ਵੀ ਉਹ ਮੈਨੂੰ ਮੇਰੇ ਪੈਸੇ ਦੇਣ ਜਾਂ ਇਸ ਨੂੰ ਠੀਕ ਕਰਨ ਤੋਂ ਇਨਕਾਰ ਕਰ ਰਹੇ ਹਨ। ਡੇਲ ਅਤੇ ਡੇਲ ਝੂਠ ਬੋਲਣ ਤੋਂ ਬਚੋ।"
15968,neutral,joy,@FiveGrover @MollyJongFast @Google @Indeed @Meta @Apple @Samsung @Oracle @Dell @AMD @AppliedMats @HEB @WholeFoods @IBMNews ਉਹ ਨਹੀਂ ਜੋ ਮੈਂ heb ਬਾਰੇ ਸੁਣਦਾ ਹਾਂ। ਪਰ ਮੈਂ 💙 ਉਹਨਾਂ ਦੀ ਪੈਦਾਵਾਰ ਕਰਦਾ ਹਾਂ।
12748,negative,anger,"@DougOfBorg @NerdShinobi @Dell ਹਾਂ, ਬਹੁਤ ਸਾਰੇ ਲੋਕ ਸਰਫੇਸ ਟੈਬਲੇਟ ਡਿਜ਼ਾਈਨ ਨੂੰ ਪਸੰਦ ਨਹੀਂ ਕਰਦੇ ਹਨ। ਮੈਨੂੰ ਇਹ ਪਸੰਦ ਹੈ. ਮੇਰੀ ਪਤਨੀ ਨਹੀਂ ਕਰਦੀ, ਇਸਲਈ ਸਾਨੂੰ ਉਸਨੂੰ ਇੱਕ @Surface ਬੁੱਕ ਮਿਲੀ, ਅਤੇ IMHO ਇਹ 17"" ਮੈਕਬੁੱਕ ਪ੍ਰੋ ਨੂੰ ਕੁਚਲ ਦਿੰਦਾ ਹੈ ਅਸੀਂ ਉਸਨੂੰ ਬਹੁਤ ਪਹਿਲਾਂ ਖਰੀਦਿਆ ਸੀ। ਮੈਕਬੁੱਕ 3 ਸਾਲਾਂ ਦੇ ਅੰਦਰ ਮਰ ਗਈ ਸੀ।"
24883,positive,anger,ਸਿਰਫ਼ @Dell ਦੇ ਨੁਮਾਇੰਦਿਆਂ ਦੁਆਰਾ ਜਾਗਿਆ ਜੋ ਮੇਰੇ ਆਰਡਰ ਨਾਲ ਇਸ ਮੁੱਦੇ ਨੂੰ ਹੱਲ ਕਰਨ ਵਿੱਚ ਕਾਮਯਾਬ ਹੋਏ। #dell #DellTechnologies ਉਸ ਨੂੰ * ਬਰਖਾਸਤ ਕਰਨ ਦੀ ਧਮਕੀ ਦੇ ਰਹੀ ਹੈ ਕਿਉਂਕਿ * ਉਹ ਉੱਪਰ ਅਤੇ ਪਰੇ ਚਲੀ ਗਈ ਸੀ। ਅਸਲ ਵਿੱਚ ਇੱਕ ਮਹਾਨ ਕੰਪਨੀ /s #CustomerService #gaming
20886,positive,joy,"Next-gen #networking ਇੱਥੇ ਹੈ! ... ਆਪਣੇ #DataCenter ਨੂੰ ਨਵੇਂ @Dell #PowerSwitch Z9432F-ON ਅਤੇ S5448F-ON ਨਾਲ 400G ਤੱਕ ਉਡਾਣ ਭਰੋ।

ਹੋਰ ਜਾਣੋ ➡️ https://t.co/kl128LnSCJ

@DellTech @DellNetworking

#SDDC https://t.co/FzuuhH51I4"
19571,negative,anger,"@Dell ਕੋਲ, ਇੱਕ ਦੇਸ਼ ਦੇ ਮੀਲ ਦੁਆਰਾ, ਸਭ ਤੋਂ ਭੈੜਾ ਗਾਹਕ ਸਹਾਇਤਾ ਹੈ ਜਿਸ ਨਾਲ ਮੈਨੂੰ ਕਦੇ ਨਜਿੱਠਣਾ ਪਿਆ ਹੈ। ਲਗਭਗ 4 ਮਹੀਨੇ ਪਹਿਲਾਂ ਯੂਨੀ ਲਈ ਇੱਕ ਬਿਲਕੁਲ ਨਵਾਂ ਲੈਪਟਾਪ ਖਰੀਦਿਆ, ਉਸ ਜਗ੍ਹਾ ਵਿੱਚ 3 ਵਾਰ ਟੁੱਟ ਗਿਆ ਹੈ ਅਤੇ ਹਰ ਵਾਰ ਜਦੋਂ ਮੈਂ ਸਹਾਇਤਾ ਲਈ ਗੱਲ ਕੀਤੀ ਹੈ ਤਾਂ ਇਹ ਦੰਦ ਕੱਢਣ ਵਰਗਾ ਰਿਹਾ ਹੈ। ਹੈਰਾਨ ਕਰਨ ਵਾਲਾ।"
9535,positive,joy,"@brittlestar @Dell @intelcanada ਸਾਡੇ ਘਰ ਵਿੱਚ ਪਿਤਾ (ਮੇਰੇ ਪਤੀ) ਵੀਡੀਓ ਗੇਮਾਂ ਖੇਡਣਾ ਪਸੰਦ ਕਰਦੇ ਹਨ, ਜਿਵੇਂ ਕਿ ਬੱਚਿਆਂ ਨਾਲ ਸਭਿਅਤਾ… ਜਾਂ ਦੇਸ਼ ਭਰ ਵਿੱਚ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨਾਲ ਕੋਡਨੇਮ ਖੇਡਦੇ ਹੋਏ ਸਾਰਿਆਂ ਨੂੰ ਜੋੜਦੇ ਰਹਿੰਦੇ ਹਨ। ਉਸਦਾ ਲੈਪਟਾਪ ਇੱਕ ਦਹਾਕਾ ਪੁਰਾਣਾ ਹੈ। ਇੱਕ ਨਵਾਂ ਬਹੁਤ ਵਧੀਆ ਹੋਵੇਗਾ!"
23980,negative,disgust,"@MattPrehm @Dell ਡੂਡ, ਤੁਹਾਨੂੰ ਡੈੱਲ ਨਹੀਂ ਮਿਲ ਰਿਹਾ ਹੈ"
6209,positive,joy,@thekiranbedi @Dell @NavjyotiIF @AlokOhrie @neetusharma86 @BediUjala ਮੈਡਮ ਤੁਹਾਡੇ ਲਈ ਬਹੁਤ ਪਿਆਰ ਅਤੇ ਸਤਿਕਾਰ। ਨਵਜੋਤ ਸੰਸਥਾ ਬਹੁਤ ਵਧੀਆ ਹੈ।
16257,neutral,anticipation,"ਤੁਸੀਂ ਵਿੱਤੀ ਸਮੱਸਿਆਵਾਂ ਨੂੰ ਹੱਲ ਕਰਨ ਲਈ ਕੁਆਂਟਮ ਕੰਪਿਊਟਿੰਗ ਦੀ ਵਰਤੋਂ ਕਿਵੇਂ ਕਰਦੇ ਹੋ? ਇਸ ਦਾ ਜਵਾਬ ਦੇਣਾ ਇੱਕ ਮੁਸ਼ਕਲ ਸਵਾਲ ਹੈ, ਪਰ @Dell ਤੋਂ ਟੋਨੀ ਰਾਏ HPC + AI ਵਾਲ ਸਟ੍ਰੀਟ ਡਿਜੀਟਲ ਇਵੈਂਟ ਲੜੀ ਵਿੱਚ ਹੱਲ ਲੱਭਣ ਵਿੱਚ ਮਦਦ ਕਰਦਾ ਹੈ: ਮਾਤਰਾਤਮਕ ਵਿੱਤ। https://t.co/qQw6SLLa7t https://t.co/lXR9XD47ta"
17493,negative,anger,"@Dell ਚੰਗੇ ਉਤਪਾਦ, ਪਰ ਇਹ ਕੂਕੀ ਡਾਇਲਾਗ ਅਨੁਵਾਦ ਕੀ ਹੈ? ""ਹਰ ਕੋਈ ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ ਹੈ""? ਇਸ ਦਾ ਵੀ ਕੀ ਮਤਲਬ ਹੈ? ਡੱਚ ਵੈੱਬਸਾਈਟ 'ਤੇ ਇਹ ਹੋਰ ਵੀ ਮਾੜਾ ਹੈ.. https://t.co/60z3rTQd2a"
12917,negative,anger,ਪੇਸ਼ ਕੀਤੀ ਗਈ @Dell ਤਕਨੀਕੀ ਸਹਾਇਤਾ ਨਿਸ਼ਚਤ ਤੌਰ 'ਤੇ ਸਮਝਦਾਰ ਹੈ ਅਤੇ ਦੁਬਾਰਾ ਉਸੇ ਪੈਂਟ ਨੂੰ ਦੁਹਰਾਉਂਦੀ ਰਹਿੰਦੀ ਹੈ। 4 ਇੱਕ ਭੁਗਤਾਨ ਕੀਤੀ ਆਨਸਾਈਟ ਸੇਵਾ ਤੁਹਾਨੂੰ ਕਿਉਂ ਦੱਸਦੀ ਹੈ ਕਿ ਤੁਸੀਂ d SSD n I ned 2 do d installatin myslf ਨੂੰ ਭੇਜੋਗੇ? ਕਾਊਂਟਰ ਤੋਂ ਬਾਅਦ ਉਹ ਤੁਰੰਤ ਇੱਕ bk ਪੈਰ ਚੁੱਕਦਾ ਹੈ ਅਤੇ ਕਵਰ ਕਰਦਾ ਹੈ।
12906,neutral,disgust,@typingloudly @Dell ਪੁਰਾਣੇ D6000 ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਸਮਾਪਤ ਹੋਇਆ ਅਤੇ ਫਿਰ ਲੈਪਟਾਪ ਵਿੱਚ ਬਾਹਰੀ ਪਾਵਰ ਵਿੱਚ ਪਲੱਗ ਲਗਾਓ। ਇਹ ਇੱਕ ਦਰਦ ਹੈ ਪਰ ਹੁਣ ਸਾਰੇ ਮਾਨੀਟਰ ਉਮੀਦ ਅਨੁਸਾਰ ਕੰਮ ਕਰ ਰਹੇ ਹਨ। WD19TB ਹੁਣ ਅਸਲ ਵਿੱਚ ਇੱਕ ਦਰਵਾਜ਼ਾ ਸਟਾਪ ਹੈ
9304,positive,joy,@iota @ClimateCHECK @Dell ਹਾਹਾਹਾਹਾਹਾ ਇੱਕ ਬਹੁਤ ਵਧੀਆ ਹੈ
2041,positive,joy,@Grogu___ @Dell ਜਲਦੀ ਹੀ ਇੱਕ ਸੈੱਟਅੱਪ ਵੀਡੀਓ ਬਣਾ ਰਿਹਾ ਹੋਵੇਗਾ! ਕੁਝ ਹੋਰ ਚੀਜ਼ਾਂ ਨੂੰ ਸੋਧਣਾ😅
10303,neutral,anticipation,"@calcOMEGA @USCPSC @bbb_us @BestBuy @msiUSA @FOX5Atlanta @WSAV @ConsumerReports @Dell Ooh, ਕੀ ਤੁਸੀਂ PC ਲੈਪਟਾਪ ਬੋਲਦੇ ਹੋ?"
1352,negative,anger,@Dell ਜਾਅਲੀ ਰੈਜ਼ੋਲੂਸ਼ਨ. ਇੰਜੀਨੀਅਰ ਆਇਆ ਅਤੇ ਮੇਰੇ ਲੈਪਟਾਪ ਮਦਰਬੋਰਡ ਨੂੰ ਨਸ਼ਟ ਕਰ ਦਿੱਤਾ। ਮੇਰਾ ਲੈਪਟਾਪ ਹੁਣ ਮਰੀ ਹੋਈ ਹਾਲਤ ਵਿੱਚ ਚੱਲ ਰਿਹਾ ਸੀ। ਉਨ੍ਹਾਂ ਇਸ ਨੂੰ 3-4 ਦਿਨਾਂ ਵਿੱਚ ਦੁਬਾਰਾ ਹੱਲ ਕਰਨ ਦਾ ਵਾਅਦਾ ਕੀਤਾ। ਪਰ ਹੁਣ srn ਬੰਦ ਦਿਖਾਈ ਦੇ ਰਿਹਾ ਹੈ। ਮੈਨੂੰ ਅੱਜ ਇੱਕ ਫੋਨ ਆਇਆ ਕਿ ਉਹ ਬੇਰਹਿਮੀ ਨਾਲ ਵਿਵਹਾਰ ਕਰਦੇ ਹਨ।
22747,positive,joy,"ਪ੍ਰਦਰਸ਼ਨ ਦੇ ਨਵੇਂ ਪੱਧਰਾਂ ਰਾਹੀਂ @Dell #PowerScale ਦੇ ਨਾਲ ਮੈਡੀਕਲ ਇਮੇਜਿੰਗ ਨੂੰ ਸਮਰੱਥ ਬਣਾਓ, ਡੇਟਾ ਦੀ ਸੁਰੱਖਿਆ ਨੂੰ ਵਧਾਓ ਅਤੇ ਐਂਟਰਪ੍ਰਾਈਜ਼ ਹੱਲਾਂ ਦੀ ਮਾਪਯੋਗਤਾ ਨੂੰ ਕਿਨਾਰੇ ਤੋਂ, ਕੋਰ ਤੱਕ, ਕਲਾਉਡ ਤੱਕ ਵਧਾਓ। ਹੋਰ ਜਾਣੋ: https://t.co/kGXAadkorl #TransformHIT https://t.co/JbZu9Mpd9V"
10175,negative,anticipation,"@fridlmue @Dell @Razer @FrameworkPuter @system76 ਮੈਂ ਉਹਨਾਂ ਨਾਲ ਗੱਲਬਾਤ ਕੀਤੀ, ਪਰ ਅਜਿਹਾ ਨਹੀਂ ਲੱਗਦਾ ਕਿ ਉਹੀ ਸੰਰਚਨਾ ਪ੍ਰਾਪਤ ਕਰਨ ਦਾ ਕੋਈ ਤਰੀਕਾ ਹੈ। ਇਸ ਲਈ ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ ਨਵੇਂ ਪਾਗਲ ਕੀਬੋਰਡ ਨੂੰ ਅਜ਼ਮਾਉਣ ਜਾ ਰਿਹਾ ਹਾਂ. ਮੈਂ ਇੱਕ ਲੀਨਕਸ-ਸਿਰਫ ਵਿਕਰੇਤਾ ਦਾ ਸਮਰਥਨ ਕਰਨਾ ਪਸੰਦ ਕਰਾਂਗਾ, ਪਰ ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ਹਰ ਚੋਣ (ਇਸ ਸਮੇਤ) ਵਿੱਚ ਕਿਸੇ ਕਿਸਮ ਦਾ ਸਮਝੌਤਾ ਸ਼ਾਮਲ ਹੁੰਦਾ ਹੈ।"
20145,positive,fear,"ਤੁਹਾਡਾ ਸਭ ਤੋਂ ਬੁਰਾ ਡਾਟਾ ਗੁਆਉਣ ਦਾ ਸੁਪਨਾ ਕੀ ਹੈ? @Dell #PowerProtect DD ਵਰਚੁਅਲ ਐਡੀਸ਼ਨ ਦੇ ਨਾਲ, ਇੰਟੈਲੀਜੈਂਟ ਟੈਕਨਾਲੋਜੀ ਹੱਲ, LLC ਇਸਨੂੰ ਤੁਹਾਨੂੰ ਰਾਤ ਨੂੰ ਜਾਗਣ ਤੋਂ ਰੋਕਦਾ ਹੈ। ਇਹ ਲਚਕਦਾਰ, ਕੁਸ਼ਲ #dataprotection ਦੀ ਇੱਕ ਸੰਖੇਪ ਜਾਣਕਾਰੀ ਹੈ ਜੋ ਇਹ ਪ੍ਰਦਾਨ ਕਰਦਾ ਹੈ। https://t.co/XGNrNIxNx4 https://t.co/EDXfZnyLps"
16688,positive,anticipation,"ਇੱਥੇ ਦੱਸਿਆ ਗਿਆ ਹੈ ਕਿ ਤੁਸੀਂ Microsoft Teams Rooms ਦੇ ਨਾਲ ਆਪਣੇ ਮੀਟਿੰਗ ਰੂਮ ਦੇ ਅਨੁਭਵ ਨੂੰ ਆਧੁਨਿਕ ਕਿਵੇਂ ਬਣਾ ਸਕਦੇ ਹੋ। https://t.co/qsnygznGQX #dell
@Dell https://t.co/bGQTn4A9B6"
23651,neutral,anticipation,"@Jan_Katalytik @Dell ਓਹ, ਜਨ."
22837,negative,anger,"@jangles @DellCares ਨੇਵਿਲ @DellCares @dell - #inspiron7700 ਨੂੰ 4 ਘੰਟਿਆਂ ਦੀ ਗੱਲਬਾਤ ਤੋਂ ਬਾਅਦ ਬਿਲਕੁਲ ਉਹੀ ਸਮੱਸਿਆ ਸੀ, ਅਤੇ ਇੱਕ ਹਫ਼ਤੇ ਦੇ ਕਾਲਿੰਗ ਦੇ ਅੰਤ ਵਿੱਚ ਇੱਕ ਓਡਰ ਬੁੱਕ ਹੋ ਗਿਆ ਜੋ ਫਰਵਰੀ ਦੇ ਅੱਧ ਵਿੱਚ ਆ ਰਿਹਾ ਹੈ। ਇੱਕ ਕੰਪਿਊਟਰ 24 ਘੰਟਿਆਂ ਵਿੱਚ ਡਿਲੀਵਰ ਕੀਤਾ ਗਿਆ ਹੈ ਜਿਸਦੀ ਵਰਤੋਂ ਨਹੀਂ ਕੀਤੀ ਜਾ ਸਕਦੀ - ਕੋਈ ਪਾਵਰ ਕੋਰਡ ਨਹੀਂ, ਕੀਬੋਰਡ ਦਾ ਮਾਊਸ।"
15010,neutral,joy,"@Dell ਇੱਕ ਅਜਿਹਾ ਹੈ ਜੋ ਉਬੰਟੂ ਦੇ ਨਾਲ ਆਉਂਦਾ ਹੈ, ਮੈਂ ਤੁਹਾਡੀ ਯੂਕੇ ਦੀ ਨਜ਼ਰ 'ਤੇ ਦੇਖਿਆ ਪਰ ਮੈਨੂੰ ਕੋਈ ਲੀਨਕਸ ਪੇਸ਼ਕਸ਼ ਨਹੀਂ ਦਿਖਾਈ ਦਿੱਤੀ ਅਤੇ ਮੈਨੂੰ ਲੀਨਕਸ ਇਸ ਗੱਲ ਤੱਕ ਪਸੰਦ ਹੈ ਕਿ ਮੈਂ ਵਿੰਡੋਜ਼ ਦੇ ਨਾਲ ਪਹਿਲਾਂ ਤੋਂ ਸਥਾਪਤ ਕੀਤੇ ਹੋਰ ਲੈਪਟਾਪ ਨਹੀਂ ਖਰੀਦ ਰਿਹਾ ਹਾਂ।"
10871,negative,anger,@XsSumit @Dell @DellCares Dell😡 ਦੀ ਬਹੁਤ ਮਾੜੀ ਕਾਰਗੁਜ਼ਾਰੀ @DellCares @Dell # ਡੇਲ ਉਤਪਾਦ ਨਾ ਖਰੀਦੋ
7678,neutral,anticipation,@sahajsarup @Dell ਕੀ ਇਹ ਲੈਪਟਾਪ LVFS ਨਾਲ ਕੰਮ ਕਰਦਾ ਹੈ? ਕੀ ਤੁਸੀਂ ਜਾਂਚ ਕਰ ਸਕਦੇ ਹੋ?
13194,positive,joy,@intelcanada @Dell Mom's ਬਿਲਟ-ਇਨ Wi-Fi ਦੀ ਵਰਤੋਂ ਕਰਕੇ ਜੁੜੇ ਰਹਿ ਸਕਦੇ ਹਨ।
19492,negative,anger,"ਆਉ @Dell ਇਕੱਠੇ ਮਿਲ ਕੇ ਆਪਣਾ ਗੰਦ ਪਾਓ। ਅਸੀਂ 20 ਸਾਲਾਂ ਤੋਂ ਤੁਹਾਡੇ ਤੋਂ ਕੰਪਿਊਟਰ ਖਰੀਦੇ ਹਨ, ਪਰ ਕਾਲ ਸੈਂਟਰ ਦੀ ਸਹਾਇਤਾ ਸਿਰਫ਼ ਕੂੜਾ ਹੈ।"
15687,neutral,anger,@mmillions @Dell @DellCaresPRO ਤੁਹਾਡੇ ਸਰਵਿਸ ਟੈਗ ਨੰਬਰ ਨੂੰ https://t.co/3UMsob6uQ3 'ਤੇ ਪੰਚ ਕਰਨਾ ਤੁਹਾਨੂੰ ਦੱਸੇਗਾ ਕਿ ਤੁਹਾਡੇ ਸਿਸਟਮ ਨਾਲ ਕਿਸ ਤਰ੍ਹਾਂ ਦੀ ਸਹਾਇਤਾ ਯੋਜਨਾ ਖਰੀਦੀ ਗਈ ਸੀ।
13498,negative,disgust,"@_Yuzugami @Dell ਨਾਲ ਹੀ ਇਹ ਵੀ, ਵੱਖਰਾ bc ਟਵਿੱਟਰ ਦੋਵਾਂ ਨੂੰ ਇੱਕ ਟਵੀਟ ਵਿੱਚ ਏਮਬੇਡ ਨਹੀਂ ਕਰੇਗਾ aaajgkdfgjhdfj
https://t.co/gM3fRVUxHN"
9506,positive,joy,"@Darkatron @therealbigWALL @Dell ਮੇਰਾ ਪਹਿਲਾ PC 2000 ਵਿੱਚ ਸੀ, ਫੋਰਡ ਆਈਲੈਂਡ, ਪਰਲ ਹਾਰਬਰ, HI 'ਤੇ ਨੇਵਲ ਬੈਰਕਾਂ ਵਿੱਚ ਰਹਿੰਦਾ ਸੀ ਤਾਂ ਜੋ ਮੈਂ ਆਪਣੇ ਜਹਾਜ਼ ਦੇ ਸਾਥੀਆਂ ਅਤੇ ਫੌਜ ਦੇ ਦੋਸਤਾਂ ਨਾਲ @everquest ਖੇਡ ਸਕਾਂ। #Qeynos ਲਈ #NakedNewbieRun #Freeport ਜੀਓ"
21857,negative,anger,Wow @Dell ਕੋਲ ਸਭ ਤੋਂ ਭੈੜੀ ਗਾਹਕ ਸੇਵਾ ਹੈ ਜਿਸ ਨਾਲ ਮੈਂ ਲੰਬੇ ਸਮੇਂ ਵਿੱਚ ਨਜਿੱਠਿਆ ਹੈ. ਬੱਸ ਆਰਡਰ ਵਿੱਚ ਦੇਰੀ ਕਰਦੇ ਰਹਿੰਦੇ ਹਨ ਅਤੇ ਫੋਨ ਉੱਤੇ ਗਲਤ ਜਾਣਕਾਰੀ ਦਿੰਦੇ ਹਨ।
10143,positive,joy,"@Dell ਮੈਂ ਸਮਝ ਗਿਆ ਕਿ ਇਹ ਛੋਟੇ ਅਤੇ ਹਲਕੇ ਹਨ ਪਰ ਵਾਹ - ਮੈਨੂੰ ਆਪਣੀ ਲੈਪਟਾਪ ਮੈਮੋਰੀ ਨੂੰ ਵਧਾਉਣ ਲਈ ਇੰਨਾ ਕੁਝ ਨਹੀਂ ਕਰਨਾ ਪਿਆ। ਮੈਨੂੰ ਬੇਸ ਪਲੇਟ ਵਿੱਚ ""ਕੈਪਟਿਵ ਪੇਚ"" ਪਸੰਦ ਹਨ। ਓਹ, ਇਹ 18 ਪੇਚ ਬਣਾਉਂਦਾ ਹੈ। ਹਾਏ!"
21873,positive,joy,@neffnaz @Dell ਸਹਿਮਤ!!!
11192,positive,joy,"@Dell ਤੋਂ ਦੁਬਾਰਾ ਇੱਕ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਦਰਸ਼ਨ ਕਿਉਂਕਿ ਉਹ FY23 ਵਿੱਚ ਲਗਾਤਾਰ ਵਧਦੇ ਜਾ ਰਹੇ ਹਨ, ਜੋ ਸਿਰਫ ਇਹ ਦਰਸਾਉਂਦਾ ਹੈ ਕਿ #heritageIT ਦਾ ਅਜੇ ਵੀ ਇੱਕ ਹਿੱਸਾ ਹੈ। ਪਰ ਇਸਦੇ ਮੁੱਖ ਕਾਰੋਬਾਰ ਨੂੰ ਆਧੁਨਿਕ ਬਣਾਉਣਾ ਇੱਕ ਪ੍ਰਮੁੱਖ ਰਣਨੀਤੀ ਹੈ ਜੋ ਅੱਗੇ ਵਧ ਰਹੀ ਹੈ https://t.co/5fIW1QX4Us #5G #AI #Cloud https://t.co/gYNT6KsCTh"
24587,negative,disgust,@Dell ਇੱਕ ਸਫੈਦ ਸਰਬੋਤਮ ਘਰੇਲੂ ਅੱਤਵਾਦੀ ਸੰਗਠਨ ਹੈ। https://t.co/i9FTfiXMQL
